,Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,GDP,Unemployment_Rate,Federal_Funds_Rate,GOOGL_sentiment,MA5,MA20,MA50,RSI,MACD,Signal_Line,BB_Upper,BB_Lower,Momentum,HL,HC,LC,TR,ATR
15,2019-10-16,61.93713580015727,62.5546063472258,61.77353942036612,61.996490478515625,22986000.0,0.0,0.0,21902.39,3.6,1.83,,61.130531311035156,,,50.207510795701644,-0.19380625764650006,-0.41006804213701153,,,1.67236328125,0.7810669268596797,0.5960263301359632,0.18504059672371653,0.7810669268596797,1.0796829248756394
16,2019-10-17,62.41544847668967,63.03142352335772,62.33913749663184,62.48527526855469,20958000.0,0.0,0.0,21902.39,3.6,1.83,,61.56276092529297,,,58.157598279333214,-0.05347790704920641,-0.3387500151194505,,,1.8499183654785156,0.6922860267258741,1.0349330448420915,0.34264701811621734,1.0349330448420915,1.047476508724542
17,2019-10-18,62.57954476614205,62.750120016466994,61.85384079992892,62.06681442260742,31624000.0,0.0,0.0,21902.39,3.6,1.83,,61.84905242919922,,,56.9194416269053,0.023693900232643728,-0.2662612320490317,,,1.3287124633788991,0.8962792165380762,0.2648447479123064,0.6314344686257698,0.8962792165380762,1.06165577938326
18,2019-10-21,62.28078039920574,62.52068393415446,61.84635503377016,62.060325622558594,18094000.0,0.0,0.0,21902.39,3.6,1.83,,62.11349716186523,,,62.498364362990536,0.08336850137284557,-0.19633528536465625,,,0.1017456054687571,0.6743289003843032,0.45386951154704036,0.2204593888372628,0.6743289003843032,1.0125272345530318
19,2019-10-22,62.07030415011404,62.282280791774426,61.83937723962322,61.90671157836914,22862000.0,0.0,0.0,21902.39,3.6,1.83,,62.10312347412109,60.9273588180542,,74.6918060458181,0.11691792607587104,-0.1336846430765508,63.14010809883743,58.714609537270974,-0.08977890014648438,0.4429035521512077,0.22195516921583192,0.22094838293537578,0.4429035521512077,0.9252790525506752
20,2019-10-23,61.8573340401422,62.74663057730452,61.8573340401422,62.72618103027344,21282000.0,0.0,0.0,21902.39,3.6,1.83,,62.249061584472656,60.95651149749756,,75.62758193354952,0.2072414723503755,-0.06549941999116556,63.25057259356844,58.662450401426675,0.24090576171875,0.8892965371623234,0.8399189989353815,0.04937753822694191,0.8892965371623234,0.8895461626237753
21,2019-10-24,62.79999923706055,62.98903006942748,62.46283286090563,62.79999923706055,20224000.0,0.0,0.0,21902.39,3.6,1.83,,62.31200637817383,60.99845790863037,,71.30349272867049,0.281534689233915,0.0039074018538505575,63.39810786903253,58.59880794822821,0.733184814453125,0.5261972085218503,0.262849039154041,0.26334816936780925,0.5261972085218503,0.8450850500492696
22,2019-10-25,62.44537436059134,63.243401377753074,62.30322831915398,63.05885696411133,27104000.0,0.0,0.0,21902.39,3.6,1.83,,62.51041488647461,61.09409599304199,,74.26624609522194,0.3571828722637136,0.07456249593582316,63.66488470228632,58.52330728379766,0.9985313415527344,0.9401730585990933,0.4434021406925268,0.49677091790656647,0.9401730585990933,0.8604042731919941
23,2019-10-28,63.59253918841157,64.80154357132602,63.458372800190574,64.28981018066406,65428000.0,0.0,0.0,21902.39,3.6,1.83,,62.956311798095705,61.263277244567874,,90.49575098337428,0.5105766298352705,0.16176532271571264,64.20113780009679,58.32541668903896,2.383098602294922,1.3431707711354477,1.7426866072146936,0.3995158360792459,1.7426866072146936,0.9180118920137177
24,2019-10-29,63.642411678320826,63.88182054677108,62.62542913764624,62.8773078918457,52654000.0,0.0,0.0,21902.39,3.6,1.83,,63.150431060791014,61.399589920043944,,71.09344539751176,0.5122601418749397,0.23186428654755808,64.37293817917525,58.426241660912645,0.15112686157226562,1.2563914091248378,0.4079896338929814,1.6643810430178192,1.6643810430178192,0.9715935927652397
25,2019-10-30,62.60248445524665,63.24439624559598,62.37804174246946,62.87929916381836,29204000.0,0.0,0.0,21902.39,3.6,1.83,,63.1810546875,61.6060287475586,,69.54301036053252,0.5079002582813388,0.2870714808943142,64.3709763132329,58.841081181884284,0.0792999267578125,0.8663545031265159,0.36708835375027604,0.4992661493762398,0.8663545031265159,0.9702043941139336
26,2019-10-31,62.844387621979855,63.169582602769935,62.31968588768409,62.7845344543457,31904000.0,0.0,0.0,21902.39,3.6,1.83,,63.17796173095703,61.77902526855469,,67.00073024858628,0.4911367799719315,0.3278845407098377,64.37046309331538,59.187587443793994,-0.274322509765625,0.8498967150858476,0.29028343895157604,0.5596132761342716,0.8498967150858476,0.9622241833815838
27,2019-11-01,63.13367392421879,63.49278532914341,62.82992546413214,63.45537567138672,28812000.0,0.0,0.0,21902.39,3.6,1.83,,63.25726547241211,61.93187198638916,,69.72201564544518,0.5259203994083208,0.3674917124495343,64.54099600694202,59.3227479658363,-0.8344345092773438,0.6628598650112707,0.7082508747977059,0.04539100978643518,0.7082508747977059,0.962937252030254
28,2019-11-04,63.64789608453286,64.46537183308035,63.64789608453286,64.32122802734375,30632000.0,0.0,0.0,21902.39,3.6,1.83,,63.26354904174805,62.13476963043213,,68.07878897561491,0.6162499712435618,0.41724336420833985,64.82734095213289,59.44219830873138,1.4439201354980469,0.8174757485474942,1.0099961616936355,0.19252041314614132,1.0099961616936355,0.9304817392853459
29,2019-11-05,64.40052708044036,64.70178305466682,64.30975606173081,64.4124984741211,25148000.0,0.0,0.0,21902.39,3.6,1.83,,63.570587158203125,62.38741874694824,,68.3373501231674,0.6872790449742894,0.47125050036152977,64.92748098325126,59.84735651064523,1.5331993103027344,0.3920269929360103,0.38055502732306934,0.011471965612940949,0.3920269929360103,0.9026931725765124
30,2019-11-06,64.34517586951986,64.4898143723279,63.95514279241336,64.39105987548828,24626000.0,0.0,0.0,21902.39,3.6,1.83,,63.87293930053711,62.60839672088623,,65.56931350294127,0.7333861627359184,0.5236776328364074,65.02970097047545,60.187092471297014,1.6065254211425781,0.5346715799145372,0.0773158982068054,0.4573556817077318,0.5346715799145372,0.8669602107959727
31,2019-11-07,64.55415293817889,65.9691520356038,64.52772149843751,65.18559265136719,45140000.0,0.0,0.0,21902.39,3.6,1.83,,64.3531509399414,62.85146999359131,,74.00391428962337,0.8245338278587582,0.5838488718408776,65.28328768358972,60.41965230359289,1.7302169799804688,1.4414305371662834,1.5780921601155171,0.13666162294923367,1.5780921601155171,0.9156611353372186
32,2019-11-08,64.91526092669284,65.6928384500776,64.91526092669284,65.28833770751953,30392000.0,0.0,0.0,21902.39,3.6,1.83,,64.71974334716796,63.08411903381348,,74.4818958653508,0.8947456061197556,0.6460282186966533,65.51353991236853,60.65469815525843,0.9671096801757812,0.7775775233847639,0.5072457987104144,0.2703317246743495,0.7775775233847639,0.9230360369801086
33,2019-11-11,65.03895117612309,65.08384580891259,64.63346108712084,64.753662109375,17234000.0,0.0,0.0,21902.39,3.6,1.83,,64.80623016357421,63.284897041320804,,70.41201411069423,0.8969061185107776,0.6962037986594782,65.55656461223106,61.01322947041055,0.34116363525390625,0.4503847217917496,0.20449189860694617,0.6548766203986958,0.6548766203986958,0.9381769704263577
34,2019-11-12,64.76811969229745,65.30578978837639,64.5521551311431,64.70028686523438,28852000.0,0.0,0.0,21902.39,3.6,1.83,,64.86378784179688,63.42198238372803,,65.90066921077374,0.8841198210678982,0.7337870031411622,65.68754205935882,61.156422708097246,0.30922698974609375,0.7536346572332917,0.5521276790013872,0.20150697823190455,0.7536346572332917,0.9284868361457127
35,2019-11-13,64.49928713375128,64.96513649284671,64.44791592312093,64.64891815185547,20538000.0,0.0,0.0,21902.39,3.6,1.83,,64.91535949707031,63.55460376739502,,64.94638908847574,0.8599288380033059,0.759015370113591,65.77897540604431,61.330232128745735,-0.5366744995117188,0.5172205697257795,0.2648496276123353,0.25237094211344413,0.5172205697257795,0.927845647660279
36,2019-11-14,64.5900654106318,65.62350956230617,64.53719492200086,65.29581451416016,28948000.0,0.0,0.0,21902.39,3.6,1.83,,64.93740386962891,63.69513072967529,,67.01572199843656,0.8827802979741222,0.7837683556856972,65.9890854174806,61.401176041869995,0.007476806640625,1.0863146403053037,0.9745914104506994,0.11172322985460426,1.0863146403053037,0.9382843320678654
37,2019-11-15,65.59009778821601,66.51231384277344,65.43248328955387,66.51231384277344,39286000.0,0.0,0.0,21902.39,3.6,1.83,,65.18219909667968,63.917405700683595,,66.94303272538616,0.9876663706272524,0.8245479586740083,66.40072126717597,61.43409013419122,1.7586517333984375,1.0798305532195656,1.2164993286132812,0.1366687753937157,1.2164993286132812,0.9006995264534788
38,2019-11-18,66.45244328244674,66.53125051567127,65.64544351523956,65.82898712158203,27984000.0,0.0,0.0,21902.39,3.6,1.83,,65.39726409912109,64.10583877563477,,75.31640392647768,1.0040762176464568,0.8604536104684981,66.56766623552006,61.644011315749474,1.1287002563476562,0.8858070004317113,0.01893667289783707,0.8668703275338743,0.8858070004317113,0.8450870948401855
39,2019-11-19,66.16765383942924,66.16765383942924,65.42649287528248,65.46739196777344,21864000.0,0.0,0.0,21902.39,3.6,1.83,,65.55068511962891,64.28387279510498,,70.90819664249962,0.9766452739229763,0.8836919431593938,66.58588875481738,61.981856835392584,0.8184738159179688,0.7411609641467578,0.3386667178472038,0.402494246299554,0.7411609641467578,0.8361446991987742
40,2019-11-20,65.40604567122459,65.49831597548904,64.30128305924538,64.93222045898438,28892000.0,0.0,0.0,21902.39,3.6,1.83,,65.60734558105469,64.39417476654053,,66.1977309487792,0.9013321888353829,0.8872199922945917,66.59092780515493,62.19742172792612,-0.36359405517578125,1.197032916243657,0.030924007715597668,1.1661089085280594,1.197032916243657,0.8609401421386177
41,2019-11-21,64.80204320979432,65.39407549058342,64.37808992170653,64.846435546875,25546000.0,0.0,0.0,21902.39,3.6,1.83,,65.51746978759766,64.49649658203126,,61.50676096123918,0.8252113777428036,0.8748182693842341,66.56764869981612,62.42534446424639,-1.6658782958984375,1.0159855688768857,0.4618550315990433,0.5541305372778424,1.0159855688768857,0.8829211917157019
42,2019-11-22,64.9890821295883,65.18360017848109,64.30876744949227,64.52373504638672,27776000.0,0.0,0.0,21902.39,3.6,1.83,,65.11975402832032,64.56974048614502,,51.84051079149662,0.7304259573009233,0.8459398069675721,66.52732108605338,62.61215988623667,-1.3052520751953125,0.8748327289888209,0.3371646316060861,0.5376680973827348,0.8748327289888209,0.8732666608082152
43,2019-11-25,64.65291470731488,65.35866382587912,64.62049376498493,65.1207504272461,23590000.0,0.0,0.0,21902.39,3.6,1.83,,64.97810668945313,64.61128749847413,,55.89509834054303,0.6954650918118688,0.8158448639364315,66.57909720627241,62.64347779067585,-0.34664154052734375,0.7381700608941912,0.834928779492401,0.09675871859820973,0.834928779492401,0.9049025027051003
44,2019-11-26,65.3337251271156,65.538220604748,65.0409548804077,65.48784637451172,21910000.0,0.0,0.0,21902.39,3.6,1.83,,64.98219757080078,64.74181442260742,,58.63233061757811,0.6894325794093135,0.790562407031008,66.56645460905413,62.917174236160704,0.5556259155273438,0.49726572434030913,0.4174701775019116,0.07979554683839751,0.49726572434030913,0.9022306558783697
45,2019-11-27,65.6085414066917,65.71926728418059,65.31177565875014,65.44444274902344,18808000.0,0.0,0.0,21902.39,3.6,1.83,,65.08464202880859,64.87007160186768,,52.310479147939304,0.6733870730218001,0.7671273402291664,66.4929317471347,63.24721145660066,0.5980072021484375,0.4074916254304526,0.23142090966886997,0.17607071576158262,0.4074916254304526,0.8186163319722937
46,2019-11-29,65.16862767196712,65.33570966184469,65.00054108963879,65.0434341430664,12802000.0,0.0,0.0,21902.39,3.6,1.83,,65.12404174804688,64.9830165863037,,47.924517078444204,0.6211525900718016,0.7379323901976935,66.27553876198789,63.69049441061952,0.5196990966796875,0.3351685722059017,0.10873308717874863,0.4439016593846503,0.4439016593846503,0.7947823416865712
47,2019-12-02,64.96713437287,65.11078350755058,63.860872409000685,64.28382873535156,26538000.0,0.0,0.0,21902.39,3.6,1.83,,65.07606048583985,65.02443923950196,,46.164529967762675,0.5125541724434584,0.6928567466468465,66.153600515713,63.89527796329092,-0.8369216918945312,1.2499110985498945,0.06734936448417272,1.1825617340657217,1.2499110985498945,0.8372848044116569
48,2019-12-03,63.77508011016716,64.70129158812475,63.694781202977154,64.57709503173828,25270000.0,0.0,0.0,21902.39,3.6,1.83,,64.96732940673829,65.03723258972168,,49.03223177051181,0.4450233313074392,0.643290063578965,66.13829543286981,63.936169746573555,-0.9107513427734375,1.0065103851475925,0.41746285277318407,0.5890475323744084,1.0065103851475925,0.8553473564055355
49,2019-12-04,65.14369089785855,66.0499474883301,64.99156362951621,65.78410339355469,35506000.0,0.0,0.0,21902.39,3.6,1.83,,65.02658081054688,65.10581283569336,63.085370483398435,57.54739472319981,0.48332862900892337,0.6112977766649567,66.21387613963634,63.99774953175037,0.33966064453125,1.0583838588138974,1.4728524565918235,0.4144685977779261,1.4728524565918235,0.9236067768959673
50,2019-12-05,66.18611414230843,66.23499670460942,65.55368505237371,66.18412017822266,24408000.0,0.0,0.0,21902.39,3.6,1.83,,65.17451629638671,65.19546585083008,63.16619033813477,56.10645385964471,0.5397420544293681,0.596986632217839,66.34924153136379,64.04169017029636,1.14068603515625,0.6813116522357063,0.4508933110547275,0.23041834118097881,0.6813116522357063,0.8946779920338531
51,2019-12-06,66.4729040785117,66.95770373214265,66.39709538869808,66.80408477783203,32968000.0,0.0,0.0,21902.39,3.6,1.83,,65.52664642333984,65.27639045715333,63.26305061340332,52.18490726870309,0.6272455660019318,0.6030384189746576,66.6359394194181,63.91684149488856,2.5202560424804688,0.5606083434445708,0.7735835539199911,0.21297521047542034,0.7735835539199911,0.8630411509843324
52,2019-12-09,66.77764781602808,67.70984119234218,66.63848891846423,66.98363494873047,30842000.0,0.0,0.0,21902.39,3.6,1.83,,66.06660766601563,65.36115531921386,63.37980140686035,59.352120543990345,0.7029774412258689,0.6230262234248999,66.92054878694442,63.801761851483306,2.4065399169921875,1.0713522738779488,0.9057564145101509,0.16559585936779797,1.0713522738779488,0.8762943848019208
53,2019-12-10,66.83151058162535,67.23351499889431,66.53523952108497,66.97864532470703,17606000.0,0.0,0.0,21902.39,3.6,1.83,,66.54691772460937,65.47240447998047,63.50125061035156,62.99090624102331,0.7539023598840657,0.6492014507167331,67.16139741204307,63.783411547917865,1.1945419311523438,0.6982754778093323,0.24988005016383852,0.4483954276454938,0.6982754778093323,0.873231135777819
54,2019-12-11,67.24848511478665,67.32778704414083,66.88937370993958,67.0464859008789,20480000.0,0.0,0.0,21902.39,3.6,1.83,,66.79939422607421,65.5897144317627,63.639159240722655,69.7622575901714,0.7906211043976725,0.6774853814529209,67.37601584762741,63.803413015897995,0.86236572265625,0.4384133342012575,0.3491417194338027,0.08927161476745482,0.4384133342012575,0.8190440227747905
55,2019-12-12,66.99460961323909,67.56170210063846,66.74473244064356,67.2579574584961,29114000.0,0.0,0.0,21902.39,3.6,1.83,,67.0141616821289,65.72016639709473,63.80930793762207,72.02328280921,0.827248950371839,0.7074380952367045,67.59600885514692,63.84432393904254,0.4538726806640625,0.8169696599948963,0.5152161997595499,0.30175346023534644,0.8169696599948963,0.8048286007117912
56,2019-12-13,67.2285333842366,67.40060792417968,66.91730754450053,67.17716217041016,33170000.0,0.0,0.0,21902.39,3.6,1.83,,67.08877716064453,65.81423377990723,63.9663591003418,75.35267326039795,0.8400734340613099,0.7339651630016256,67.78667640761124,63.84179115220321,0.1935272216796875,0.4833003796791502,0.1426504656835874,0.34064991399556277,0.4833003796791502,0.776862004332529
57,2019-12-16,67.58265890917214,68.00810388004875,67.36370338321386,67.86695861816406,28128000.0,0.0,0.0,21902.39,3.6,1.83,,67.26544189453125,65.88196601867676,64.11572944641114,75.7820546797218,0.8955741172962632,0.7662869538605532,68.03967569536121,63.72425634199231,0.8883132934570312,0.6444004968348906,0.8309417096385943,0.18654121280370362,0.8309417096385943,0.7765772136286857
58,2019-12-17,67.95223439171323,68.04799793209271,67.37167125777785,67.57716369628906,32948000.0,0.0,0.0,21902.39,3.6,1.83,,67.38514556884766,65.96937484741211,64.26200721740723,69.90390052519649,0.9057340421051663,0.7941763715094758,68.25584350213533,63.68290619268889,0.5306777954101562,0.6763266743148648,0.18103931392865036,0.49528736038621446,0.6763266743148648,0.789367281484011
59,2019-12-18,67.6824081829006,67.80360618906064,67.35622001687113,67.42853546142578,23330000.0,0.0,0.0,21902.39,3.6,1.83,,67.46155548095703,66.06743202209472,64.42338760375976,68.52997969289964,0.8915159582814027,0.8136442888638613,68.43019438909363,63.70466965509581,0.1705780029296875,0.4473861721895105,0.22644249277158224,0.22094367941792825,0.4473861721895105,0.7922168919668009
60,2019-12-19,67.42853796849627,67.70884975052842,67.27093108605426,67.65447998046875,28922000.0,0.0,0.0,21902.39,3.6,1.83,,67.54085998535156,66.20354499816895,64.57704719543457,75.20960430419916,0.8882407720949033,0.8285635855100697,68.60429267108687,63.802797325251035,0.47731781005859375,0.43791866447415373,0.280314289102634,0.15760437537151972,0.43791866447415373,0.7917895351874797
61,2019-12-20,67.98665383002047,68.03154085210049,67.36968178763615,67.39411926269531,50090000.0,0.0,0.0,21902.39,3.6,1.83,,67.5842514038086,66.33092918395997,64.71844703674316,83.23366082870568,0.8547828251224843,0.8338074334325527,68.69861675219221,63.96324161572773,-0.47283935546875,0.6618590644643376,0.3770608716317412,0.28479819283259644,0.6618590644643376,0.7497858184670828
62,2019-12-23,67.76869108268201,67.92430398254454,67.23351726166509,67.36469268798828,19936000.0,0.0,0.0,21902.39,3.6,1.83,,67.48379821777344,66.47297706604004,64.8530337524414,81.56541571635911,0.8164808000236121,0.8303421067507647,68.72206578507505,64.22388834700504,-0.21247100830078125,0.6907867208794585,0.5301847198492311,0.16060200103022737,0.6907867208794585,0.7272341281622161
63,2019-12-24,67.34374569398283,67.43352734957205,67.0424973025962,67.05545806884766,13468000.0,0.0,0.0,21902.39,3.6,1.83,,67.37945709228515,66.56971244812011,64.97938087463379,68.07023403392418,0.7524991776924992,0.8147735209391117,68.73892345515635,64.40050144108388,-0.373077392578125,0.39103004697584254,0.0688346615837645,0.32219538539207804,0.39103004697584254,0.6499610989039317
64,2019-12-26,67.1611916818426,67.99163956013255,67.10931818032658,67.9552230834961,23662000.0,0.0,0.0,21902.39,3.6,1.83,,67.48479461669922,66.69308128356934,65.09931373596191,72.04200611481419,0.7655717633287651,0.8049331694170424,68.88377072060375,64.50239184653493,0.30074310302734375,0.8823213798059726,0.9361814912848985,0.05386011147892589,0.9361814912848985,0.6681660874074454
65,2019-12-27,68.03153596068124,68.18366322752526,67.48289908342281,67.564697265625,23212000.0,0.0,0.0,21902.39,3.6,1.83,,67.46683807373047,66.79909400939941,65.2106778717041,60.03943470213507,0.7359362963665745,0.7911337948069489,68.94000691181674,64.65818110698208,0.1705780029296875,0.7007641441024504,0.22844014402916457,0.4723240000732858,0.7007641441024504,0.6629647009919069
66,2019-12-30,67.67292928296517,67.68240441698548,66.72677055872944,66.82003784179688,19994000.0,0.0,0.0,21902.39,3.6,1.83,,67.35202178955078,66.88792419433594,65.29737312316894,48.12097015880137,0.6449278562889162,0.7618926071033425,68.86313607144506,64.91271231722682,-0.5446548461914062,0.9556338582560358,0.11770715136047727,0.8379267068955585,0.9556338582560358,0.6546990998760559
67,2019-12-31,66.62452906868909,66.86742738653787,66.44198241334628,66.80408477783203,19514000.0,0.0,0.0,21902.39,3.6,1.83,,67.23990020751953,67.01393699645996,65.39211853027344,48.00008391256311,0.5650027331050751,0.7225146323036891,68.56585097059303,65.46202302232689,-0.251373291015625,0.42544497319158836,0.04738954474099444,0.3780554284505939,0.42544497319158836,0.6352112066890742
68,2020-01-02,67.25396825227409,68.26496124267578,67.15820470940535,68.26496124267578,27278000.0,0.0,0.0,21902.39,3.6,1.83,,67.48180084228515,67.19833030700684,65.51621124267578,60.58212697386207,0.6124817109046461,0.7005080480238804,68.35790561164688,66.0387550023668,0.3097381591796875,1.1067565332704277,1.46087646484375,0.35411993157332233,1.46087646484375,0.7082442874492523
69,2020-01-03,67.23352697253473,68.51784539133598,67.1996067497704,67.90785217285156,23408000.0,0.0,0.0,21902.39,3.6,1.83,,67.47232666015626,67.30451774597168,65.63623405456543,55.5049043493546,0.6142131584721255,0.6832490701135295,68.29550755264012,66.31352793930324,0.3431549072265625,1.3182386415655856,0.2528841486602005,1.065354492905385,1.3182386415655856,0.7440492147043015
70,2020-01-06,67.41456277452367,69.74329944502612,67.38314642820997,69.71786499023438,46768000.0,0.0,0.0,21902.39,3.6,1.83,,67.90296020507813,67.48120498657227,65.77606773376465,66.64487435935115,0.7529586124148153,0.6971909785737866,68.82749621784235,66.13491375530218,2.8978271484375,2.360153016816156,1.8354472721745623,0.5247057446415937,2.360153016816156,0.8781101173569448
71,2020-01-07,69.85004728392802,70.00167227332258,69.40614672897061,69.58320617675781,34330000.0,0.0,0.0,21902.39,3.6,1.83,,68.45559387207031,67.62016105651855,65.91173187255859,62.12561584320659,0.8423395771078077,0.7262206982805909,69.22168117756694,66.01864093547017,2.7791213989257812,0.5955255443519718,0.28380728308820835,0.31171826126376345,0.5955255443519718,0.8612946769793288
72,2020-01-08,69.56873654287776,70.41813479289839,69.45950993112685,70.07847595214844,35314000.0,0.0,0.0,21902.39,3.6,1.83,,69.1104721069336,67.77490310668945,66.05212425231933,67.1736219804258,0.9422767870595976,0.7694319160363923,69.6856682559613,65.8641379574176,1.8135147094726562,0.9586248617715398,0.8349286161405729,0.12369624563096693,0.9586248617715398,0.8814588332262342
73,2020-01-09,70.92087828641905,71.25754613629998,70.33632724964772,70.81414794921875,33200000.0,0.0,0.0,21902.39,3.6,1.83,,69.62030944824218,67.96667823791503,66.18261100769043,71.51106142998273,1.0685230591578119,0.8292501446606763,70.27044129923257,65.6629151765975,2.9062957763671875,0.9212188866522553,1.1790701841515414,0.25785129749928615,1.1790701841515414,0.9337219769378079
74,2020-01-10,71.29696459074559,71.56978758846383,70.80468377216697,71.27152252197266,26258000.0,0.0,0.0,21902.39,3.6,1.83,,70.29304351806641,68.17793006896973,66.35049530029296,72.32494601154077,1.1917427760452313,0.9017486709375874,70.86875210087284,65.48710803706662,1.5536575317382812,0.7651038162968575,0.755639639245075,0.009464177051782485,0.7651038162968575,0.9570923449251438
75,2020-01-13,71.58524609825918,71.89597725214644,71.09247058372182,71.82366180419922,30730000.0,0.0,0.0,21902.39,3.6,1.83,,70.71420288085938,68.40621528625488,66.52938255310059,76.38932952742843,1.318746624883417,0.9851482617267533,71.51122694680255,65.3012036257072,2.2404556274414062,0.8035066684246175,0.6244547301737811,0.17905193825083643,0.8035066684246175,0.9672100309223067
76,2020-01-14,71.82215632954563,71.95333176137954,71.21216317353962,71.35282135009766,26076000.0,0.0,0.0,21902.39,3.6,1.83,,71.06812591552735,68.61499824523926,66.70074829101563,72.57237659145592,1.3656626910262162,1.061251147586646,71.92671021982163,65.3032862706569,1.2743453979492188,0.7411685878399226,0.12966995718032592,0.6114986306595966,0.7411685878399226,0.970808735705197
77,2020-01-15,71.4740222009583,71.8610643236841,71.40618937022339,71.78225708007812,21550000.0,0.0,0.0,21902.39,3.6,1.83,,71.40888214111328,68.81076316833496,66.86728591918946,76.39404016676082,1.4211141664239904,1.1332237513541148,72.38849573764723,65.23303059902268,0.968109130859375,0.4548749534607168,0.508242973586448,0.053368020125731164,0.508242973586448,0.9791810876059545
