,Open,High,Low,Close,Volume,Dividends,Stock Splits,GDP,Unemployment_Rate,Federal_Funds_Rate,AAPL_sentiment,MA5,MA20,MA50,RSI,MACD,Signal_Line,BB_Upper,BB_Lower,Momentum,HL,HC,LC,TR,ATR,Year,Month,Day,day_of_week,quarter
0,52.86964342971274,53.5832800556311,52.52854807483114,53.46958160400391,87613600.0,0.0,0.0,21902.39,3.6,1.83,,,,,,0.0,0.0,,,,1.0547319807999571,,,1.0547319807999571,,2019,9,25,2,3
1,53.22041223365037,53.44780913106982,52.93737684790543,53.19380187988281,75334000.0,0.0,0.0,21902.39,3.6,1.83,,,,,,-0.02199952215210743,-0.004399904430421486,,,,0.5104322831643842,0.021772472934095788,0.53220475609848,0.53220475609848,,2019,9,26,3,3
2,53.35105056700705,53.45265643580204,52.56242203215117,52.934967041015625,101408000.0,0.0,0.0,21902.39,3.6,1.83,,,,,,-0.0596327016150866,-0.01544646386735451,,,,0.8902344036508723,0.25885455591922835,0.6313798477316439,0.8902344036508723,,2019,9,27,4,3
3,53.438132926192445,54.32836723407189,53.41152257127916,54.18080139160156,103909600.0,0.0,0.0,21902.39,3.6,1.83,,,,,,0.01094498576539138,-0.010168173940805334,,,,0.9168446627927338,1.3934001930562658,0.47655553026353203,1.3934001930562658,,2019,9,30,0,3
4,54.44690759010989,55.20892572229146,54.23644252145685,54.330787658691406,139223200.0,0.0,0.0,21902.39,3.6,1.83,,53.621987915039064,,,,0.07808088196222229,0.007481637239800193,,,0.8612060546874929,0.9724832008346098,1.0281243306898986,0.055641129855288796,1.0281243306898986,,2019,10,1,1,4
5,53.96066680369471,54.08646155663059,52.71966219859936,52.96883392333984,138449200.0,0.0,0.0,21902.39,3.6,1.83,,53.52183837890625,,,,0.021144538191386175,0.01021421743011739,,,-0.22496795654297586,1.3667993580312299,0.24432610206081762,1.6111254600920475,1.6111254600920475,,2019,10,2,2,4
6,52.84061430160625,53.452652485220455,52.04231100986419,53.41878509521485,114426000.0,0.0,0.0,21902.39,3.6,1.83,,53.56683502197266,,,,0.012188869025443694,0.010609147749182653,,,0.48381805419922586,1.4103414753562618,0.4838185618806179,0.9265229134756439,1.4103414753562618,,2019,10,3,3,4
7,54.58480468859434,55.03234157082383,54.16146038588458,54.91622161865234,138478800.0,0.0,0.0,21902.39,3.6,1.83,,53.9630859375,,,,0.12448704042006398,0.033384726283358916,,,0.7354202270507741,0.8708811849392504,1.6135564756089806,0.7426752906697303,1.6135564756089806,,2019,10,4,4,4
8,54.73719472794416,55.62258604871917,54.633171094211455,54.92830276489258,122306000.0,0.0,0.0,21902.39,3.6,1.83,,54.112586212158206,,,,0.21201502066669775,0.0691107851600267,,,0.5975151062011719,0.9894149545077155,0.7063644300668344,0.2830505244408812,0.9894149545077155,,2019,10,7,0,4
9,54.628337384667546,55.170215598700686,54.26788870808633,54.28482055664063,111820000.0,0.0,0.0,21902.39,3.6,1.83,,54.10339279174805,,,,0.22684303392625083,0.10065723491327153,,,1.3159866333007955,0.9023268906143542,0.24191283380810802,0.6604140568062462,0.9023268906143542,,2019,10,8,1,4
10,54.92106246948242,55.10491352886148,54.58480627549091,54.92106246948242,74770400.0,0.0,0.0,21902.39,3.6,1.83,,54.493838500976565,,,,0.286629658057997,0.13785171954221664,,,1.502277374267571,0.5201072533705684,0.8200929722208485,0.29998571885028014,0.8200929722208485,,2019,10,9,2,4
11,55.138768238565625,55.7459671645104,54.986366830291374,55.66129684448242,113013600.0,0.0,0.0,21902.39,3.6,1.83,,54.94234085083008,,,,0.38925463100385826,0.188132301834545,,,0.7450752258300852,0.759600334219023,0.8249046950279748,0.06530436080895186,0.8249046950279748,,2019,10,10,3,4
12,56.35316392859711,57.48772705316675,56.1983410438942,57.14179611206055,166795600.0,0.0,0.0,21902.39,3.6,1.83,,55.387455749511716,,,,0.5833253675516801,0.267170914977972,,,2.2134933471679688,1.2893860092725475,1.8264302086843287,0.5370441994117812,1.8264302086843287,,2019,10,11,4,4
13,56.82489345475637,57.60626865665047,56.76925495730193,57.059547424316406,96427600.0,0.0,0.0,21902.39,3.6,1.83,,55.81370468139649,,,70.31773008487305,0.722166358502129,0.35817000368280344,,,2.774726867675774,0.8370136993485389,0.46447254458992404,0.3725411547586148,0.8370136993485389,1.1238501782683232,2019,10,14,0,4
14,57.1853450962201,57.49015164843802,56.82006078982067,56.9265022277832,87360000.0,0.0,0.0,21902.39,3.6,1.83,,56.342041015625,,,69.27448257086397,0.8121018045831363,0.44895636386287,,,2.0054397583007812,0.6700908586173497,0.43060422412161614,0.2394866344957336,0.6700908586173497,1.0963758123981369,2019,10,15,1,4
15,56.45477476583228,56.90715089298827,56.41365033450342,56.696685791015625,73903200.0,0.0,0.0,21902.39,3.6,1.83,,56.69716567993164,,,69.6313766805943,0.8549763921171945,0.5301603695137349,,,1.0353889465332031,0.49350055848484686,0.01935133479493345,0.5128518932797803,0.5128518932797803,1.0949934650539441,2019,10,16,2,4
16,56.87086065653795,57.12728574646143,56.49106227559539,56.91682434082031,67585200.0,0.0,0.0,21902.39,3.6,1.83,,56.94827117919922,,,72.4129223760764,0.8963851824246873,0.6034053320959254,,,-0.22497177124023438,0.6362234708660424,0.43059995544580687,0.2056235154202355,0.6362234708660424,1.0768498269978848,2019,10,17,3,4
17,56.74990571541107,57.47322099941499,56.67733167062072,57.190185546875,97433600.0,0.0,0.0,21902.39,3.6,1.83,,56.95794906616211,,,69.02150954533091,0.9404193430354795,0.6708081342838362,,,0.13063812255859375,0.7958893287942743,0.5563966585946787,0.23949267019959564,0.7958893287942743,1.0341704795505997,2019,10,18,4,4
18,57.45869915574903,58.29813058309841,57.41031769619023,58.182010650634766,87247200.0,0.0,0.0,21902.39,3.6,1.83,,57.18244171142578,,,72.00116633476685,1.0433219632665356,0.7453109000803761,,,1.2555084228515625,0.8878128869081792,1.1079450362234127,0.2201321493152335,1.1079450362234127,1.0398719585172793,2019,10,21,0,4
19,58.33925024964995,58.59083603359556,57.96670528977063,58.04895782470703,82293600.0,0.0,0.0,21902.39,3.6,1.83,,57.40693283081055,55.36858863830567,,83.76208918081072,1.101440064646873,0.8165367329936756,58.898174224222615,51.83900305238872,1.3522720336914062,0.624130743824928,0.4088253829607922,0.21530536086413576,0.624130743824928,0.9693723359267707,2019,10,22,1,4
