Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2019-09-25,52.86964342971274,53.5832800556311,52.52854807483114,53.469581604003906,87613600,0.0,0.0
2019-09-26,53.22041223365037,53.44780913106982,52.93737684790543,53.19380187988281,75334000,0.0,0.0
2019-09-27,53.35105056700705,53.45265643580204,52.56242203215117,52.934967041015625,101408000,0.0,0.0
2019-09-30,53.438132926192445,54.32836723407189,53.41152257127916,54.18080139160156,103909600,0.0,0.0
2019-10-01,54.44690759010989,55.20892572229146,54.236442521456844,54.330787658691406,139223200,0.0,0.0
2019-10-02,53.96066680369471,54.08646155663059,52.71966219859936,52.968833923339844,138449200,0.0,0.0
2019-10-03,52.84061430160625,53.452652485220455,52.04231100986419,53.418785095214844,114426000,0.0,0.0
2019-10-04,54.58480468859434,55.03234157082383,54.16146038588458,54.916221618652344,138478800,0.0,0.0
2019-10-07,54.73719472794416,55.62258604871917,54.633171094211455,54.92830276489258,122306000,0.0,0.0
2019-10-08,54.628337384667546,55.170215598700686,54.26788870808633,54.284820556640625,111820000,0.0,0.0
2019-10-09,54.92106246948242,55.10491352886148,54.58480627549091,54.92106246948242,74770400,0.0,0.0
2019-10-10,55.138768238565625,55.7459671645104,54.986366830291374,55.66129684448242,113013600,0.0,0.0
2019-10-11,56.353163928597105,57.48772705316675,56.1983410438942,57.14179611206055,166795600,0.0,0.0
2019-10-14,56.82489345475637,57.60626865665047,56.76925495730193,57.059547424316406,96427600,0.0,0.0
2019-10-15,57.185345096220104,57.49015164843802,56.82006078982067,56.9265022277832,87360000,0.0,0.0
2019-10-16,56.454774765832276,56.90715089298827,56.41365033450342,56.696685791015625,73903200,0.0,0.0
2019-10-17,56.87086065653795,57.12728574646143,56.49106227559539,56.91682434082031,67585200,0.0,0.0
2019-10-18,56.74990571541107,57.47322099941499,56.677331670620724,57.190185546875,97433600,0.0,0.0
2019-10-21,57.45869915574903,58.29813058309841,57.410317696190226,58.182010650634766,87247200,0.0,0.0
2019-10-22,58.33925024964995,58.59083603359556,57.96670528977063,58.04895782470703,82293600,0.0,0.0
2019-10-23,58.566658357796314,58.84243676795087,58.35377548284572,58.827919006347656,75828800,0.0,0.0
2019-10-24,59.14965424914897,59.21981050266338,58.4964953208835,58.924678802490234,69275200,0.0,0.0
2019-10-25,58.823074592513564,59.686694868861565,58.75533981363405,59.65040969848633,73477200,0.0,0.0
2019-10-28,59.853623921017196,60.29632152905747,59.684286945849415,60.24794006347656,96572800,0.0,0.0
2019-10-29,60.2285790377487,60.41726931327545,58.6803501895116,58.854522705078125,142839600,0.0,0.0
2019-10-30,59.210133642367865,59.340767646414434,58.35135256552574,58.847267150878906,124522000,0.0,0.0
2019-10-31,59.81007808223595,60.27696454911807,57.39580359958002,60.17778015136719,139162000,0.0,0.0
2019-11-01,60.36646533253001,61.91227637287813,60.27454166865851,61.88566970825195,151125200,0.0,0.0
2019-11-04,62.25096324545611,62.37676170819249,61.779241157811384,62.292091369628906,103272000,0.0,0.0
2019-11-05,62.183222483171384,62.45900457958976,62.006632169799296,62.202579498291016,79897600,0.0,0.0
2019-11-06,62.11547711641225,62.289653310133986,61.77680323488024,62.22917556762695,75864400,0.0,0.0
2019-11-07,62.77997879359778,63.170628735380824,62.62711609484369,62.9473991394043,94940400,0.1925,0.0
2019-11-08,62.76784002709363,63.19245527704823,62.321388309991356,63.119667053222656,69986400,0.0,0.0
2019-11-11,62.67319283770474,63.68499333342017,62.668342758851864,63.619483947753906,81821200,0.0,0.0
2019-11-12,63.461770431901215,63.762645660209515,63.30891518276952,63.56125259399414,87388800,0.0,0.0
2019-11-13,63.359872846088095,64.24549741946498,63.345315201954925,64.17028045654297,102734400,0.0,0.0
2019-11-14,63.995573482998516,64.26975475509018,63.595223508974,63.72624969482422,89182800,0.0,0.0
2019-11-15,63.9785943224643,64.48813407634591,63.81603149630185,64.48328399658203,100206400,0.0,0.0
2019-11-18,64.49297777822619,64.88847767857798,64.11204292512954,64.80841064453125,86703200,0.0,0.0
2019-11-19,65.00253522318165,65.02680043562813,64.39352059758347,64.61189270019531,76167200,0.0,0.0
2019-11-20,64.42989442635496,64.56091320384523,63.18273546540042,63.85969543457031,106234400,0.0,0.0
2019-11-21,63.98102362015402,64.0586693252619,63.37200169056093,63.573394775390625,121395200,0.0,0.0
2019-11-22,63.714132834892574,63.85728796482408,63.28951752579455,63.51759719848633,65325200,0.0,0.0
2019-11-25,63.74324087368213,64.64828063804774,63.69713919585076,64.63129425048828,84020400,0.0,0.0
2019-11-26,64.76958941741648,64.82296990968422,63.69227941325053,64.12660217285156,105207600,0.0,0.0
2019-11-27,64.43960582034096,65.02194121841622,64.37409642017347,64.98796844482422,65235600,0.0,0.0
2019-11-29,64.68709774108967,65.02678843855969,64.51724869000374,64.84481048583984,46617600,0.0,0.0
2019-12-02,64.84966061276347,65.08744780351653,63.92279186714236,64.09506225585938,94487200,0.0,0.0
2019-12-03,62.675645151665655,62.971662976434686,62.185520433970815,62.95225524902344,114430400,0.0,0.0
2019-12-04,63.34532974360339,63.88883499521478,63.250697630311926,63.50789260864258,67181600,0.0,0.0
2019-12-05,64.0052978900482,64.51483772049082,63.74810293458057,64.43961334228516,74424400,0.0,0.0
2019-12-06,64.90062769042349,65.75470832100332,64.85694734883545,65.68434143066406,106075600,0.0,0.0
2019-12-09,65.51205176737723,65.70615858851144,64.27702916151185,64.76473236083984,128042400,0.0,0.0
2019-12-10,65.17236479605748,65.52904183860898,64.50753371661872,65.14324951171875,90420400,0.0,0.0
2019-12-11,65.22333128610212,65.77897277016146,65.1481143163254,65.69889831542969,78756800,0.0,0.0
2019-12-12,64.97342181029377,66.13322791364624,64.86181071545411,65.86632537841797,137310400,0.0,0.0
2019-12-13,65.86630282241767,66.79802893156821,65.73770538194196,66.76163482666016,133587600,0.0,0.0
2019-12-16,67.21052566438382,68.1301230166463,67.20567558454123,67.90446472167969,128186000,0.0,0.0
2019-12-17,67.83408845854146,68.36788589252896,67.64725306265065,68.03790283203125,114158400,0.0,0.0
2019-12-18,67.88989333464234,68.39943299364785,67.72490179696835,67.87533569335938,116028400,0.0,0.0
2019-12-19,67.81713721685387,68.22476617505339,67.6836896403839,67.94330596923828,98369200,0.0,0.0
2019-12-20,68.47954206803217,68.5814456085642,67.58905973400798,67.80258178710938,275978000,0.0,0.0
2019-12-23,68.06703727734423,68.96964827389785,68.02821442317284,68.90898895263672,98572000,0.0,0.0
2019-12-24,69.07641348748398,69.12494390933564,68.64694813243742,68.97450256347656,48478800,0.0,0.0
2019-12-26,69.10794898659276,70.3599581877784,69.0788336989585,70.34297180175781,93121200,0.0,0.0
2019-12-27,70.63656718189156,71.328084944245,69.90865530672005,70.3162841796875,146266000,0.0,0.0
2019-12-30,70.23379504340416,71.01751623561914,69.20501519852759,70.73362731933594,144114400,0.0,0.0
2019-12-31,70.34781637655455,71.25770606743272,70.24833421512105,71.25042724609375,100805600,0.0,0.0
2020-01-02,71.87887074697332,72.93677321606523,71.62410454610695,72.87611389160156,135480400,0.0,0.0
2020-01-03,72.09966439861495,72.93190847027287,71.94195165165122,72.1676025390625,146322800,0.0,0.0
2020-01-06,71.28440788927705,72.78147574606292,71.03206304715079,72.7426528930664,118387200,0.0,0.0
2020-01-07,72.75235516776186,73.0095500710491,72.1797347882775,72.4005355834961,108872000,0.0,0.0
2020-01-08,72.1021057156744,73.86850508007774,72.1021057156744,73.5652084350586,132079200,0.0,0.0
2020-01-09,74.54789319696478,75.32190689589311,74.29555569737539,75.12779998779297,170108400,0.0,0.0
2020-01-10,75.36313184822802,75.8653927363038,74.79293282587398,75.29761505126953,140644800,0.0,0.0
2020-01-13,75.61547881769663,76.93299735465014,75.49658152579609,76.90630340576172,121532000,0.0,0.0
2020-01-14,76.84321958867102,77.05431281018757,75.74407314877014,75.86781311035156,161954400,0.0,0.0
2020-01-15,75.6664567648075,76.55208158428714,75.10838643404891,75.54270935058594,121923600,0.0,0.0
2020-01-16,76.08861789523613,76.60058636710963,75.72466200322522,76.48896789550781,108829200,0.0,0.0
2020-01-17,76.73886914502103,77.33818336087407,76.43072254837519,77.33576202392578,137816400,0.0,0.0
2020-01-21,76.96211758000582,77.40614053363142,76.6733786313912,76.81168365478516,110843200,0.0,0.0
