Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2019-09-25,60.65032187497841,62.246870652980895,60.310663030935096,62.14312744140625,26798000,0.0,0.0
2019-09-26,61.95358984434712,62.07978036389753,61.438865556984915,61.9610710144043,23166000,0.0,0.0
2019-09-27,61.988008549257415,62.0957434931256,60.60992062216815,61.146095275878906,34122000,0.0,0.0
2019-09-30,60.879251415401015,61.21891024040539,60.52114081308937,60.906185150146484,24470000,0.0,0.0
2019-10-01,60.97351884962621,61.49073940003669,60.12861087202919,60.15105438232422,24504000,0.0,0.0
2019-10-02,59.67722877004994,59.78994861700464,58.48667628214002,58.75052261352539,33030000,0.0,0.0
2019-10-03,59.02085558001461,59.402908980302,58.01335198416308,59.32460403442383,28368000,0.0,0.0
2019-10-04,59.56700022618818,60.47325681898876,59.40140989585155,60.398441314697266,24282000,0.0,0.0
2019-10-07,60.20092952609477,60.79495954087507,60.06925560627412,60.263275146484375,17040000,0.0,0.0
2019-10-08,59.79044829019775,60.1944467017874,59.32709520277381,59.35951614379883,20086000,0.0,0.0
2019-10-09,59.918135222544386,60.27375337629534,59.75802828416753,59.971500396728516,15948000,0.0,0.0
2019-10-10,59.78197066984404,60.63086659378379,59.74506330953899,60.324127197265625,12842000,0.0,0.0
2019-10-11,61.050329731370844,61.28574686260437,60.53211218700227,60.63535690307617,22330000,0.0,0.0
2019-10-14,60.54458090734864,61.142598858193814,60.444330944477485,60.738101959228516,13296000,0.0,0.0
2019-10-15,60.924142702899985,62.20247529935087,60.89521500396174,61.958580017089844,27584000,0.0,0.0
2019-10-16,61.93713580015727,62.5546063472258,61.77353942036612,61.996490478515625,22986000,0.0,0.0
2019-10-17,62.41544847668967,63.03142352335772,62.33913749663184,62.48527526855469,20958000,0.0,0.0
2019-10-18,62.57954476614205,62.750120016466994,61.85384079992892,62.06681442260742,31624000,0.0,0.0
2019-10-21,62.28078039920574,62.52068393415446,61.84635503377016,62.060325622558594,18094000,0.0,0.0
2019-10-22,62.07030415011404,62.282280791774426,61.83937723962322,61.90671157836914,22862000,0.0,0.0
2019-10-23,61.8573340401422,62.746630577304515,61.8573340401422,62.72618103027344,21282000,0.0,0.0
2019-10-24,62.79999923706055,62.98903006942748,62.46283286090563,62.79999923706055,20224000,0.0,0.0
2019-10-25,62.44537436059134,63.243401377753074,62.30322831915398,63.05885696411133,27104000,0.0,0.0
2019-10-28,63.592539188411564,64.80154357132602,63.458372800190574,64.28981018066406,65428000,0.0,0.0
2019-10-29,63.642411678320826,63.88182054677108,62.625429137646236,62.8773078918457,52654000,0.0,0.0
2019-10-30,62.60248445524665,63.24439624559598,62.37804174246946,62.87929916381836,29204000,0.0,0.0
2019-10-31,62.844387621979855,63.169582602769935,62.31968588768409,62.7845344543457,31904000,0.0,0.0
2019-11-01,63.13367392421879,63.49278532914341,62.82992546413214,63.45537567138672,28812000,0.0,0.0
2019-11-04,63.64789608453286,64.46537183308035,63.64789608453286,64.32122802734375,30632000,0.0,0.0
2019-11-05,64.40052708044036,64.70178305466682,64.30975606173081,64.4124984741211,25148000,0.0,0.0
2019-11-06,64.34517586951986,64.4898143723279,63.955142792413355,64.39105987548828,24626000,0.0,0.0
