Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2019-09-24 00:00:00-04:00,134.06483306284912,134.38003426118482,130.74091567724642,131.21849060058594,29773200,0.0,0.0
2019-09-25 00:00:00-04:00,131.33316113909663,133.68283719840994,129.92908908678191,133.1097412109375,21382000,0.0,0.0
2019-09-26 00:00:00-04:00,133.18607946588918,133.89288093199548,132.23092974461852,133.28158569335938,17456600,0.0,0.0
2019-09-27 00:00:00-04:00,133.8642720122553,134.06485993301027,130.52124687884753,131.5528106689453,22477700,0.0,0.0
2019-09-30 00:00:00-04:00,131.85848207357375,132.97600600820306,131.60058745037168,132.79452514648438,17280900,0.0,0.0
2019-10-01 00:00:00-04:00,133.39625944742212,133.95979447891688,130.8555568171951,130.92242431640625,21466600,0.0,0.0
2019-10-02 00:00:00-04:00,130.139146223968,130.2537595237979,127.58889828175808,128.61090087890625,30521700,0.0,0.0
2019-10-03 00:00:00-04:00,128.8975104835795,130.61678367721592,127.24510479651204,130.16786193847656,24132900,0.0,0.0
2019-10-04 00:00:00-04:00,130.61677254946844,132.04949765970025,130.30157127628542,131.92532348632812,22897700,0.0,0.0
2019-10-07 00:00:00-04:00,130.98923036601454,131.9825796495398,130.87461706487684,130.97012329101562,15303700,0.0,0.0
2019-10-08 00:00:00-04:00,130.93195472437316,131.58144968387882,129.53742940774137,129.58518981933594,25550500,0.0,0.0
2019-10-09 00:00:00-04:00,131.2948861223015,132.47926244023608,130.82685751556505,132.03990173339844,19749900,0.0,0.0
2019-10-10 00:00:00-04:00,132.2787014211717,133.40577119261843,132.0494602217318,132.86134338378906,17654600,0.0,0.0
2019-10-11 00:00:00-04:00,133.8356125677775,134.7048025606509,133.24342423499584,133.41534423828125,25446000,0.0,0.0
2019-10-14 00:00:00-04:00,133.42490388675293,133.99798513373875,133.262530138052,133.2911834716797,13304300,0.0,0.0
2019-10-15 00:00:00-04:00,133.77829534908287,135.43070062843145,133.53950786928672,135.2205810546875,19695700,0.0,0.0
2019-10-16 00:00:00-04:00,134.47554163868787,134.6665832691837,133.27205806848713,134.1125946044922,20751600,0.0,0.0
2019-10-17 00:00:00-04:00,134.62836451050012,135.0772860928428,132.784932349568,133.4248809814453,21460600,0.0,0.0
2019-10-18 00:00:00-04:00,133.4917400472552,133.7209812619277,130.43526339044004,131.2471466064453,32273500,0.0,0.0
2019-10-21 00:00:00-04:00,132.24048158779212,132.28824199076118,130.86506359908427,132.22137451171875,20078200,0.0,0.0
2019-10-22 00:00:00-04:00,132.7371952416011,133.73054481819162,130.1487323566267,130.25379943847656,27431000,0.0,0.0
2019-10-23 00:00:00-04:00,130.74092328424283,131.28535114982313,129.52787882754058,131.08477783203125,29844600,0.0,0.0
2019-10-24 00:00:00-04:00,133.13833046491803,134.12213359611076,132.45062144076377,133.66366577148438,37029300,0.0,0.0
2019-10-25 00:00:00-04:00,133.09060071789042,134.8098736743182,132.95688029763673,134.4182586669922,25959700,0.0,0.0
2019-10-28 00:00:00-04:00,137.92359571424666,139.13663978096483,137.07351315751336,137.7230224609375,35280100,0.0,0.0
2019-10-29 00:00:00-04:00,137.6179943384356,138.01915553292145,136.25212245238183,136.42405700683594,20589500,0.0,0.0
2019-10-30 00:00:00-04:00,137.08312709626716,138.49674496402454,136.38585712802976,138.12423706054688,18496600,0.0,0.0
2019-10-31 00:00:00-04:00,138.40122817707433,138.42988151091413,136.57690276673412,136.93984985351562,24605100,0.0,0.0
2019-11-01 00:00:00-04:00,137.78989860117667,137.94272606005214,136.55776182826133,137.2741241455078,33128400,0.0,0.0
2019-11-04 00:00:00-05:00,138.33435057444817,138.49672429538018,137.6944019421528,138.06690979003906,16912000,0.0,0.0
2019-11-05 00:00:00-05:00,138.4680782195612,138.51583862808513,137.45562168634746,137.98095703125,18250200,0.0,0.0
2019-11-06 00:00:00-05:00,137.89494047402542,138.03822165596492,136.77741721214215,137.59884643554688,16575800,0.0,0.0
2019-11-07 00:00:00-05:00,137.38877100428203,138.3821351551342,137.3219180837157,137.78993225097656,17786700,0.0,0.0
2019-11-08 00:00:00-05:00,137.52247379961386,139.44233436033522,137.3123396628739,139.41368103027344,16732700,0.0,0.0
2019-11-11 00:00:00-05:00,138.82146115372325,139.85302463255502,138.23881922330241,139.5569305419922,14362600,0.0,0.0
2019-11-12 00:00:00-05:00,139.7193612165203,140.95151305795065,139.509227019911,140.47393798828125,18641600,0.0,0.0
2019-11-13 00:00:00-05:00,140.15866675337733,140.84637567648525,139.7192914957811,140.70309448242188,16919200,0.0,0.0
2019-11-14 00:00:00-05:00,140.42612997461205,141.75378763535915,140.4070228974592,141.4194793701172,19729800,0.0,0.0
2019-11-15 00:00:00-05:00,142.2504713653222,143.26294252856363,141.62008349125344,143.24383544921875,23485700,0.0,0.0
2019-11-18 00:00:00-05:00,143.33939472487714,143.79786273112794,142.29826995053358,143.59727478027344,21534000,0.0,0.0
2019-11-19 00:00:00-05:00,144.1130483158875,144.5428629357531,143.46353868466744,143.64501953125,23935700,0.0,0.0
