,Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,GDP,Unemployment_Rate,Federal_Funds_Rate,MSFT_sentiment
48,2019-12-03,141.35439847458343,143.2136818906381,140.54933149012368,143.0986785888672,24066000.0,0.0,0.0,21902.39,3.6,1.83,
49,2019-12-04,143.89415572368517,143.93248528386962,142.99325750712583,143.61622619628906,17574700.0,0.0,0.0,21902.39,3.6,1.83,
50,2019-12-05,143.8079348239701,144.06670694010836,143.26163975923652,143.6929168701172,17869100.0,0.0,0.0,21902.39,3.6,1.83,
51,2019-12-06,144.70883129715853,145.55221341129337,144.01878207939626,145.4372100830078,16403500.0,0.0,0.0,21902.39,3.6,1.83,
52,2019-12-09,144.78551643837667,145.8780920150459,144.63216890592557,145.06344604492188,16687400.0,0.0,0.0,21902.39,3.6,1.83,
53,2019-12-10,144.99633521104835,145.57138108304787,144.4883843611925,144.84300231933594,16476100.0,0.0,0.0,21902.39,3.6,1.83,
54,2019-12-11,145.2359194686685,145.55219320156405,144.07626373874058,145.38926696777344,18856600.0,0.0,0.0,21902.39,3.6,1.83,
55,2019-12-12,145.34135202424525,147.05689618860228,144.73756997741367,146.86521911621094,24612100.0,0.0,0.0,21902.39,3.6,1.83,
56,2019-12-13,146.63519644666613,148.44657181781108,146.47227020549704,148.10154724121094,23845400.0,0.0,0.0,21902.39,3.6,1.83,
57,2019-12-16,148.65742553453816,149.41455510480415,148.37949596733316,149.05995178222656,24144200.0,0.0,0.0,21902.39,3.6,1.83,
58,2019-12-17,148.98329213907695,149.2324855236482,148.02489204217196,148.25491333007812,25425600.0,0.0,0.0,21902.39,3.6,1.83,
59,2019-12-18,147.88111601875767,149.01202094641314,147.76609807979307,147.9481964111328,24129200.0,0.0,0.0,21902.39,3.6,1.83,
60,2019-12-19,147.5935821561449,149.2899540457825,147.3539821851122,149.23245239257812,24958900.0,0.0,0.0,21902.39,3.6,1.83,
61,2019-12-20,150.80420794902182,151.89678308947146,149.78829192016534,150.86170959472656,53477500.0,0.0,0.0,21902.39,3.6,1.83,
62,2019-12-23,151.5421652342592,151.5421652342592,150.7275342134089,150.86170959472656,17718200.0,0.0,0.0,21902.39,3.6,1.83,
63,2019-12-24,150.92882377667544,151.1492662999422,150.58379920115252,150.83299255371094,8989200.0,0.0,0.0,21902.39,3.6,1.83,
64,2019-12-26,151.00552643677833,152.12685286588004,150.8521789018518,152.06935119628906,14520600.0,0.0,0.0,21902.39,3.6,1.83,
65,2019-12-27,152.81691204594176,152.91275791748458,151.63808387090432,152.34730529785156,18412800.0,0.0,0.0,21902.39,3.6,1.83,
66,2019-12-30,152.3759939981825,152.4047448231159,150.21000102639462,151.0342254638672,16348400.0,0.0,0.0,21902.39,3.6,1.83,
67,2019-12-31,150.24841946993683,151.20681977213246,149.94172435370078,151.1397247314453,18369400.0,0.0,0.0,21902.39,3.6,1.83,
68,2020-01-02,152.17476451427447,154.0436417575271,151.74348740029689,153.93821716308594,22622100.0,0.0,0.0,21902.39,3.6,1.83,
69,2020-01-03,151.73389977126973,153.29608187585552,151.48470640409093,152.0214080810547,21116200.0,0.0,0.0,21902.39,3.6,1.83,
70,2020-01-06,150.5454451789613,152.4814169062096,149.99915026312553,152.41432189941406,20813700.0,0.0,0.0,21902.39,3.6,1.83,
71,2020-01-07,152.69232557788212,153.027756870598,150.7755251942724,151.0247039794922,21634100.0,0.0,0.0,21902.39,3.6,1.83,
72,2020-01-08,152.31850456843702,154.1107225079249,151.37927666570428,153.4302520751953,27746500.0,0.0,0.0,21902.39,3.6,1.83,
73,2020-01-09,155.10743067334974,155.4716273018106,154.33112912238545,155.34703063964844,21385000.0,0.0,0.0,21902.39,3.6,1.83,
74,2020-01-10,156.04672342716674,156.43007764734534,154.47493310196654,154.62828063964844,20725900.0,0.0,0.0,21902.39,3.6,1.83,
75,2020-01-13,155.030776752035,156.5162996578353,154.55157675816542,156.487548828125,21626500.0,0.0,0.0,21902.39,3.6,1.83,
76,2020-01-14,156.59296992839242,156.7942403559107,154.9924437393539,155.38539123535156,23477400.0,0.0,0.0,21902.39,3.6,1.83,
77,2020-01-15,155.85500670222126,157.1201017492039,155.80709840040043,156.39170837402344,21417900.0,0.0,0.0,21902.39,3.6,1.83,
78,2020-01-16,157.5129985704388,159.3243734417748,157.20630364296525,159.2572784423828,23865400.0,0.0,0.0,21902.39,3.6,1.83,
79,2020-01-17,160.45534681666243,160.50326974761117,158.54812530749427,160.14866638183594,34371700.0,0.0,0.0,21902.39,3.6,1.83,
80,2020-01-21,159.746143938554,161.19333765086333,159.50654388012157,159.57363891601562,29517200.0,0.0,0.0,21902.39,3.6,1.83,
81,2020-01-22,160.43616191972018,160.5224290381556,158.78771266997,158.806884765625,24138800.0,0.0,0.0,21902.39,3.6,1.83,
82,2020-01-23,159.2765034991713,159.86112810306955,158.39477722549302,159.78445434570312,19680800.0,0.0,0.0,21902.39,3.6,1.83,
83,2020-01-24,160.5416118406904,160.56078393937042,157.60890957578064,158.1743621826172,24918100.0,0.0,0.0,21902.39,3.6,1.83,
84,2020-01-27,154.44617795805752,156.58342081680746,153.5357007425134,155.5291748046875,32078100.0,0.0,0.0,21902.39,3.6,1.83,
85,2020-01-28,156.96673903698576,158.86436679968824,156.28628327756232,158.5768585205078,24899900.0,0.0,0.0,21902.39,3.6,1.83,
86,2020-01-29,160.8578529535495,161.73000046582715,158.7972987972239,161.04953002929688,34754500.0,0.0,0.0,21902.39,3.6,1.83,
87,2020-01-30,166.80953362298413,166.80953362298413,163.68514006322894,165.5923614501953,51597500.0,0.0,0.0,21902.39,3.6,1.83,
88,2020-01-31,165.04608014089686,165.22816386742548,162.52548331297356,163.1484375,36142700.0,0.0,0.0,21902.39,3.6,1.83,
89,2020-02-03,163.34011674396208,167.24081204441515,163.31136591181337,167.1258087158203,30107000.0,0.0,0.0,21902.39,3.6,1.83,
90,2020-02-04,169.770971069203,173.1253709833363,168.9754973346829,172.6269989013672,36433300.0,0.0,0.0,21902.39,3.6,1.83,
91,2020-02-05,176.37434960632558,176.53727585031234,170.98814632338463,172.41615295410156,39186300.0,0.0,0.0,21902.39,3.6,1.83,
92,2020-02-06,173.44167987100306,176.1731262041084,172.5695322068577,175.99102783203125,27751400.0,0.0,0.0,21902.39,3.6,1.83,
93,2020-02-07,175.243413441165,177.90776377851446,174.8887955624099,176.24014282226562,33529100.0,0.0,0.0,21902.39,3.6,1.83,
94,2020-02-10,175.94306408796697,180.9842425463389,175.6267903504613,180.85006713867188,35844300.0,0.0,0.0,21902.39,3.6,1.83,
95,2020-02-11,182.71899099505325,182.76691392952145,175.86643546286814,176.767333984375,53159900.0,0.0,0.0,21902.39,3.6,1.83,
96,2020-02-12,177.85989595367684,178.1186680807009,174.28506760222706,177.02609252929688,47062900.0,0.0,0.0,21902.39,3.6,1.83,
97,2020-02-13,175.4639064548575,178.48286116786946,175.2626359827778,176.0677032470703,35295800.0,0.0,0.0,21902.39,3.6,1.83,
98,2020-02-14,175.62680417577926,177.69695173476563,175.05175831249736,177.6394500732422,23149500.0,0.0,0.0,21902.39,3.6,1.83,
99,2020-02-18,177.88861986541076,179.8916723025023,177.7831952832468,179.44122314453125,27792200.0,0.0,0.0,21902.39,3.6,1.83,
100,2020-02-19,180.72899329660208,180.84431073258708,179.2009786139329,179.97940063476562,29997500.0,0.51,0.0,21902.39,3.6,1.83,
101,2020-02-20,179.66225432135775,179.95056256132537,174.04030962983762,177.2308807373047,36862400.0,0.0,0.0,21902.39,3.6,1.83,
102,2020-02-21,176.02962167828235,176.34675929936876,170.34039828780988,171.62815856933594,48572600.0,0.0,0.0,21902.39,3.6,1.83,
103,2020-02-24,161.22994667271774,167.7456456283657,156.86691802069075,164.2283172607422,68311100.0,0.0,0.0,21902.39,3.6,1.83,
104,2020-02-25,167.40927795492743,168.02432868735926,161.11460917934104,161.51824951171875,68073300.0,0.0,0.0,21902.39,3.6,1.83,
105,2020-02-26,163.0943474669414,166.50594913864492,161.6528206769927,163.53640747070312,56206100.0,0.0,0.0,21902.39,3.6,1.83,
106,2020-02-27,156.95343968954384,160.51880764190602,151.8215933113038,152.0137939453125,93174900.0,0.0,0.0,21902.39,3.6,1.83,
107,2020-02-28,146.46869773296353,157.3281996790353,146.07467699277615,155.6944580078125,97012700.0,0.0,0.0,21902.39,3.6,1.83,
108,2020-03-02,158.86580737589048,166.1791514503528,155.98275475253814,166.05421447753906,71030800.0,0.0,0.0,21902.39,3.6,1.83,
109,2020-03-03,167.0249102007025,168.17812872200238,155.93475567201176,158.0970458984375,71677000.0,0.0,0.0,21902.39,3.6,1.83,
110,2020-03-04,161.92185643538036,164.04569706358365,159.16372602457815,163.90155029296875,49814400.0,0.0,0.0,21902.39,3.6,1.83,
111,2020-03-05,159.57698131912778,164.20907869731133,159.2310143837641,159.7884063720703,47817300.0,0.0,0.0,21902.39,3.6,1.83,
112,2020-03-06,156.2710889196156,156.75159777003395,149.9187613305263,155.27163696289062,72821100.0,0.0,0.0,21902.39,3.6,1.83,
113,2020-03-09,145.11369611606975,151.60056663781458,144.15267826099642,144.74850463867188,70419300.0,0.0,0.0,21902.39,3.6,1.83,
114,2020-03-10,151.99458397518742,154.75270046321984,146.632102707775,154.64698791503906,65354400.0,0.0,0.0,21902.39,3.6,1.83,
115,2020-03-11,151.00472112412774,151.55249360683956,145.25782452100498,147.6411590576172,56371600.0,0.0,0.0,21902.39,3.6,1.83,
116,2020-03-12,139.63588584237888,147.48739931581574,133.1778452119152,133.63912963867188,93226400.0,0.0,0.0,21902.39,3.6,1.83,
117,2020-03-13,141.75009652627423,155.59836371304013,135.24400324420895,152.638427734375,92727400.0,0.0,0.0,21902.39,3.6,1.83,
118,2020-03-16,134.54248477585907,143.5280065889765,129.73739603386412,130.14102172851562,87905900.0,0.0,0.0,21902.39,3.6,1.83,
119,2020-03-17,134.5424612195454,141.75009307059247,129.73737331884735,140.85635375976562,81059800.0,0.0,0.0,21902.39,3.6,1.83,
120,2020-03-18,132.62045825492916,140.30860076246128,129.7566292767845,134.92689514160156,81593200.0,0.0,0.0,21902.39,3.6,1.83,
121,2020-03-19,137.20455510074862,144.29685854482432,133.58151284080876,137.1468963623047,85922700.0,0.0,0.0,21902.39,3.6,1.83,
122,2020-03-20,140.30858591525512,141.3657112637649,130.5638669046858,131.99578857421875,84866200.0,0.0,0.0,21902.39,3.6,1.83,
123,2020-03-23,131.6690156527149,135.09025061490195,127.35405602821128,130.67916870117188,78975200.0,0.0,0.0,21902.39,3.6,1.83,
124,2020-03-24,138.14631977110787,143.7682802152067,135.76299954288115,142.55738830566406,82516700.0,0.0,0.0,21902.39,3.6,1.83,
125,2020-03-25,143.10517993586154,148.31389522794453,138.8094287219019,141.1927490234375,75638200.0,0.0,0.0,21902.39,3.6,1.83,
126,2020-03-26,142.6150221111406,150.5530377702555,142.58619275299577,150.02447509765625,64568100.0,0.0,0.0,21902.39,3.6,1.83,
127,2020-03-27,145.83440768325403,148.85200208928472,143.3838100908745,143.86431884765625,57042300.0,0.0,0.0,21902.39,3.6,1.83,
128,2020-03-30,146.49754956748853,154.33945800238405,144.16226878722918,153.98387145996094,63420300.0,0.0,0.0,21902.39,3.6,1.83,
129,2020-03-31,153.18624166154734,158.3565224625242,150.45695444704126,151.5621337890625,77927200.0,0.0,0.0,21902.39,3.6,1.83,
130,2020-04-01,147.03570983964678,151.60054396865544,144.94069826756362,146.18040466308594,57969900.0,0.0,0.0,19913.143,14.8,0.05,
131,2020-04-02,145.94017151330664,149.41905144321797,144.49864473607678,149.20762634277344,49630700.0,0.0,0.0,19913.143,14.8,0.05,
132,2020-04-03,149.05388615387716,151.2450058515352,146.25732047050815,147.83338928222656,41243300.0,0.0,0.0,19913.143,14.8,0.05,
133,2020-04-06,154.07037290156163,160.00945556490618,151.4371789844083,158.82740783691406,67111700.0,0.0,0.0,19913.143,14.8,0.05,
134,2020-04-07,162.97899000725934,163.37301078792336,156.89574614000952,157.11679077148438,62769000.0,0.0,0.0,19913.143,14.8,0.05,
135,2020-04-08,159.21179893539224,160.1728166253486,157.12639230786291,158.69285583496094,48318200.0,0.0,0.0,19913.143,14.8,0.05,
136,2020-04-09,159.8749270585805,160.84554978951067,156.96304420182167,158.70248413085938,51385100.0,0.0,0.0,19913.143,14.8,0.05,
137,2020-04-13,157.94329012666833,159.11573308134055,155.97320059372117,159.0580596923828,41905300.0,0.0,0.0,19913.143,14.8,0.05,
138,2020-04-14,162.41202139603777,166.97685631693233,161.45100351795472,166.92880249023438,52874300.0,0.0,0.0,19913.143,14.8,0.05,
139,2020-04-15,164.5262639869904,166.80388641526477,162.64267708688126,165.1797637939453,40940800.0,0.0,0.0,19913.143,14.8,0.05,
140,2020-04-16,167.50543105069937,170.36926042609215,166.15999712687227,170.13861083984375,50479600.0,0.0,0.0,19913.143,14.8,0.05,
141,2020-04-17,172.50272770068167,172.98323669149138,169.01422773493266,171.6378173828125,52765600.0,0.0,0.0,19913.143,14.8,0.05,
142,2020-04-20,169.7445530476472,171.7819057832084,168.1684846804466,168.23574829101562,36669600.0,0.0,0.0,19913.143,14.8,0.05,
143,2020-04-21,166.7366050077776,166.899976290472,159.63468334069097,161.2780303955078,56203700.0,0.0,0.0,19913.143,14.8,0.05,
144,2020-04-22,164.70884098189208,167.21709803903636,164.16106845840687,166.7558135986328,34620200.0,0.0,0.0,19913.143,14.8,0.05,
145,2020-04-23,167.32278015188697,168.2357439676268,164.24752666856924,164.73764038085938,32790800.0,0.0,0.0,19913.143,14.8,0.05,
146,2020-04-24,165.35271176787828,167.75525614359188,164.0553466033732,167.7456512451172,34277600.0,0.0,0.0,19913.143,14.8,0.05,
147,2020-04-27,169.70613075132624,170.00404392479186,166.54438862342496,167.26515197753906,33194400.0,0.0,0.0,19913.143,14.8,0.05,
148,2020-04-28,168.74509560032706,168.82197877653914,162.78678875157237,163.19041442871094,34392700.0,0.0,0.0,19913.143,14.8,0.05,
149,2020-04-29,166.46752011094134,170.7536516893431,165.17975965744623,170.51339721679688,51286600.0,0.0,0.0,19913.143,14.8,0.05,
150,2020-04-30,172.98322725292337,173.36762855900858,169.36018555399224,172.22402954101562,53875900.0,0.0,0.0,19913.143,14.8,0.05,
151,2020-05-01,168.94692505764334,171.6762119753479,167.22669505626828,167.76487731933594,39370500.0,0.0,0.0,19913.143,14.8,0.05,
152,2020-05-04,167.68798985437488,172.02217456007264,167.02488527100917,171.868408203125,30372900.0,0.0,0.0,19913.143,14.8,0.05,
153,2020-05-05,173.57903536117732,176.49091820623366,172.88710135205815,173.7135772705078,36839200.0,0.0,0.0,19913.143,14.8,0.05,
154,2020-05-06,174.98213433058837,177.01948750856175,174.54967922484465,175.4241943359375,32139300.0,0.0,0.0,19913.143,14.8,0.05,
155,2020-05-07,176.99064360563307,177.35583505620022,175.4626288476826,176.44287109375,28316000.0,0.0,0.0,19913.143,14.8,0.05,
156,2020-05-08,177.76909750434174,177.7883219693853,176.2122531071344,177.4807891845703,30877800.0,0.0,0.0,19913.143,14.8,0.05,
157,2020-05-11,176.01039952269213,180.20043760579955,175.7221059215348,179.46046447753906,30892700.0,0.0,0.0,19913.143,14.8,0.05,
158,2020-05-12,179.51809860643175,179.74873345576404,175.1935192138655,175.39532470703125,32038200.0,0.0,0.0,19913.143,14.8,0.05,
159,2020-05-13,175.43375673666674,176.87528306208887,169.65803187453838,172.74290466308594,44711500.0,0.0,0.0,19913.143,14.8,0.05,
160,2020-05-14,170.61910502026896,173.646320088438,168.83161120774034,173.4925537109375,41873900.0,0.0,0.0,19913.143,14.8,0.05,
161,2020-05-15,172.07982586326366,179.76796741177247,170.10013176075725,176.02000427246094,46610400.0,0.0,0.0,19913.143,14.8,0.05,
162,2020-05-18,178.50903355613207,178.9414885781182,176.78881836593268,177.7017822265625,35264500.0,0.0,0.0,19913.143,14.8,0.05,
163,2020-05-19,177.81716006232983,179.32596536693686,176.33719878868888,176.47174072265625,26799100.0,0.0,0.0,19913.143,14.8,0.05,
164,2020-05-20,178.10033336934893,179.10258363180472,177.2619240708927,178.9194793701172,31261300.0,0.51,0.0,19913.143,14.8,0.05,
165,2020-05-21,178.66889496946857,179.89279069458814,176.63549966284896,176.77041625976562,29119500.0,0.0,0.0,19913.143,14.8,0.05,
166,2020-05-22,176.53915965283744,177.76305552066722,175.9127495403351,176.8475341796875,20826900.0,0.0,0.0,19913.143,14.8,0.05,
167,2020-05-26,179.57477714330537,179.72897174741658,174.52502884952133,174.97796630859375,36073600.0,0.0,0.0,19913.143,14.8,0.05,
168,2020-05-27,173.65769549211936,175.3827163805027,170.1884051232216,175.20924377441406,39517100.0,0.0,0.0,19913.143,14.8,0.05,
169,2020-05-28,174.17809045190768,177.46427641241405,173.83115996077782,174.81411743164062,33810200.0,0.0,0.0,19913.143,14.8,0.05,
170,2020-05-29,176.0958444819929,177.57994184733113,173.86008149011653,176.5969696044922,42130400.0,0.0,0.0,19913.143,14.8,0.05,
171,2020-06-01,175.91276587815085,176.35607176362907,174.87198888666325,176.19224548339844,22622400.0,0.0,0.0,19913.143,14.8,0.05,
172,2020-06-02,177.56064413362245,178.283414733895,174.76593702782415,178.19668579101562,30794600.0,0.0,0.0,19913.143,14.8,0.05,
173,2020-06-03,178.10995222759004,179.18928492379246,176.91496623907656,178.63034057617188,27311000.0,0.0,0.0,19913.143,14.8,0.05,
174,2020-06-04,177.60887940708236,179.09296230081767,175.68149062285968,176.2789764404297,28761800.0,0.0,0.0,19913.143,14.8,0.05,
175,2020-06-05,175.9898429307227,180.9143212399822,175.40198883766718,180.403564453125,39893600.0,0.0,0.0,19913.143,14.8,0.05,
176,2020-06-08,179.1893154812495,181.7045581220681,177.74377407169416,181.52145385742188,33211600.0,0.0,0.0,19913.143,14.8,0.05,
177,2020-06-09,181.17452701975355,183.77649866896925,180.4613879494556,182.9091796875,29783900.0,0.0,0.0,19913.143,14.8,0.05,
178,2020-06-10,184.1908870548772,191.31258698759527,184.07523374539045,189.69357299804688,43872300.0,0.0,0.0,19913.143,14.8,0.05,
179,2020-06-11,186.1182670729842,188.6527728404344,179.31458831813575,179.50732421875,52854700.0,0.0,0.0,19913.143,14.8,0.05,
180,2020-06-12,183.62229761509337,184.75946448706057,178.45689579935453,180.9239654541016,43373600.0,0.0,0.0,19913.143,14.8,0.05,
181,2020-06-15,177.8786909349556,183.8921485009973,177.3293781402349,182.0803985595703,32770200.0,0.0,0.0,19913.143,14.8,0.05,
182,2020-06-16,185.88697764669132,188.4793174532001,184.5089019693676,186.54229736328125,42556700.0,0.0,0.0,19913.143,14.8,0.05,
183,2020-06-17,187.94925435435692,189.19242794634985,186.65790782243644,187.1879425048828,25687800.0,0.0,0.0,19913.143,14.8,0.05,
184,2020-06-18,186.95668142491212,189.3562853616738,186.95668142491212,189.1924591064453,23061600.0,0.0,0.0,19913.143,14.8,0.05,
185,2020-06-19,191.3800367051037,192.05461973606413,187.3132458122753,188.0649261474609,44441100.0,0.0,0.0,19913.143,14.8,0.05,
186,2020-06-22,188.6816604108364,193.47122123990133,188.1419940703454,193.2881317138672,32818900.0,0.0,0.0,19913.143,14.8,0.05,
187,2020-06-23,194.7529867324573,196.54545880309115,194.1169449353401,194.5795288085937,30917400.0,0.0,0.0,19913.143,14.8,0.05,
188,2020-06-24,194.2807877822722,195.8708775855449,189.4237600000705,190.65728759765625,36740600.0,0.0,0.0,19913.143,14.8,0.05,
189,2020-06-25,190.6187209376044,193.3266993612284,188.3733116253421,193.0664978027344,27803900.0,0.0,0.0,19913.143,14.8,0.05,
190,2020-06-26,192.47865738150315,192.63285199782385,187.8047488746457,189.2021026611328,54675800.0,0.0,0.0,19913.143,14.8,0.05,
191,2020-06-29,188.672043608976,191.32220257904305,186.52300972514,191.2354736328125,26701600.0,0.0,0.0,19913.143,14.8,0.05,
192,2020-06-30,190.6958106460665,196.97908616499484,190.5608940479252,196.12139892578125,34310300.0,0.0,0.0,19913.143,14.8,0.05,
193,2020-07-01,195.76485824862576,198.85832340174892,194.44460177169685,197.26821899414065,32061200.0,0.0,0.0,21647.64,10.2,0.09,
194,2020-07-02,198.21264669937028,200.4677026523148,197.55734160017548,198.77159118652344,29315800.0,0.0,0.0,21647.64,10.2,0.09,
195,2020-07-06,201.24828089975773,203.46478071382623,200.53514182946205,203.0503845214844,31897600.0,0.0,0.0,21647.64,10.2,0.09,
196,2020-07-07,202.80950176057664,206.8762936703447,200.43882155827484,200.6893768310547,33600700.0,0.0,0.0,21647.64,10.2,0.09,
197,2020-07-08,202.44328197095368,205.51745463805696,201.1133790439674,205.1030731201172,33600000.0,0.0,0.0,21647.64,10.2,0.09,
198,2020-07-09,208.4759604069376,208.52414805613208,203.79240617846483,206.5389404296875,33121700.0,0.0,0.0,21647.64,10.2,0.09,
199,2020-07-10,205.8643642256615,206.307670057767,203.4165872621786,205.9125518798828,26177600.0,0.0,0.0,21647.64,10.2,0.09,
200,2020-07-13,206.69313281604067,207.96521624861165,199.00285703442896,199.5521697998047,38135600.0,0.0,0.0,21647.64,10.2,0.09,
